Party,Criminal Case,Total Assets,Liabilities,state,Education
JD(U),0,10000,0,MANIPUR,Graduate
INC,0,20000,40000,CHHATTISGARH,10th Pass
INC,0,20000,10000,RAJASTHAN,12th Pass
BJP,0,30000,3000,GUJARAT,Literate
AITC,1,80000,0,WESTBENGAL,Graduate
Sikkim Krantikari Morcha,0,6200,200,SIKKIM,Graduate
INC,1,70000,10000,KARNATAKA,Graduate Professional
INC,1,390000,28,RAJASTHAN,Post Graduate
BJD,18,0,0,ODISHA,10th Pass
BJD,0,170000,40000,ODISHA,Graduate
BJP,0,40000,10000,JHARKHAND,Doctorate
YSRCP,1,150000,90000,ANDHRAPRADESH,Graduate
SP,3,30000,3500,UTTARPRADESH,Post Graduate
AITC,1,80000,1600,WESTBENGAL,Graduate
INC,4,510000,2600,UTTARAKHAND,Post Graduate
DMK,8,130000,100,TAMILNADU,Post Graduate
YSRCP,0,9900,120000,ANDHRAPRADESH,Others
INC,0,80000,10000,HIMACHALPRADESH,Graduate Professional
BJD,0,60000,1000,ODISHA,12th Pass
INC,18,70000,8200,KERALA,10th Pass
INC,2,3800,340000,RAJASTHAN,10th Pass
INC,1,20000,5900,MADHYAPRADESH,Graduate
INC,0,340000,20000,MADHYAPRADESH,12th Pass
INC,1,440000,20000,MADHYAPRADESH,Graduate
CPI(M),0,2100,0,KERALA,8th Pass
IND,1,2100,61,MADHYAPRADESH,10th Pass
BJP,0,3600,0,TRIPURA,12th Pass
NCP,1,30000,2700,MAHARASHTRA,Graduate
JD(U),4,70000,1000,BIHAR,Doctorate
BJD,0,9800,0,MEGHALAYA,12th Pass
JD(U),0,60000,0,ARUNACHALPRADESH,Graduate Professional
INC,3,1210000,90000,KARNATAKA,Graduate
SHS,8,20000,5400,MAHARASHTRA,Graduate
INC,0,20000,1100,ASSAM,Post Graduate
INC,5,3100,800,KARNATAKA,Graduate
YSRCP,5,0,6100,ANDHRAPRADESH,Graduate Professional
BJP,0,40000,2600,RAJASTHAN,Graduate
YSRCP,3,0,0,ANDHRAPRADESH,12th Pass
BJP,0,60000,8500,BIHAR,12th Pass
YSRCP,1,30000,0,ANDHRAPRADESH,12th Pass
JD(U),0,30000,0,BIHAR,5th Pass
BJP,0,280000,0,RAJASTHAN,8th Pass
INC,7,100000,100,KERALA,Graduate
DMK,29,3600,70000,TAMILNADU,10th Pass
BJP,0,60000,1900,UTTARPRADESH,Graduate
BJP,0,40000,10000,KARNATAKA,10th Pass
BJP,3,60000,10000,UTTARPRADESH,12th Pass
INC,6,100000,40000,MAHARASHTRA,Graduate
BJP,0,40000,39,MADHYAPRADESH,Graduate
YSRCP,0,0,7100,ANDHRAPRADESH,Doctorate
Tipra Motha Party,0,1800,2300,TRIPURA,Post Graduate
SP,13,9300,0,ODISHA,Graduate Professional
INC,1,210000,100000,KARNATAKA,Graduate Professional
DMK,0,790000,170000,RAJASTHAN,10th Pass
SP,1,20000,4700,RAJASTHAN,Post Graduate
BJP,0,70000,300,MADHYAPRADESH,12th Pass
INC,0,8300,6900,RAJASTHAN,Graduate Professional
AITC,1,4100,400,WESTBENGAL,Graduate
Tipra Motha Party,0,5000,0,TRIPURA,Post Graduate
SHS,5,60000,3400,PUDUCHERRY,Graduate
NPP,0,500,0,MEGHALAYA,12th Pass
AITC,1,10000,1300,WESTBENGAL,Graduate
BJD,19,300000,30000,ODISHA,Post Graduate
SHS,1,0,4900,MAHARASHTRA,10th Pass
INC,0,60000,0,UTTARPRADESH,Graduate Professional
DMK,5,50000,4700,ODISHA,8th Pass
JD(U),1,30000,1700,BIHAR,Graduate
BJP,0,30000,6200,RAJASTHAN,Graduate Professional
AIADMK,0,30000,0,TAMILNADU,Graduate Professional
SHS,10,200000,40000,MAHARASHTRA,Graduate
BJP,5,60000,8500,PUDUCHERRY,12th Pass
DMK,5,60000,10000,TAMILNADU,Post Graduate
BJP,7,40000,10000,MAHARASHTRA,5th Pass
BJP,0,640000,200000,MAHARASHTRA,10th Pass
INC,0,100000,40000,TAMILNADU,Graduate
BJP,2,20000,5900,MADHYAPRADESH,Graduate
SHS,2,20000,3900,MAHARASHTRA,Graduate
INC,0,380000,300000,KARNATAKA,Graduate
BJP,1,420000,160000,MAHARASHTRA,10th Pass
AITC,1,1600,0,WESTBENGAL,Graduate
DMK,0,180000,6900,GUJARAT,10th Pass
YSRCP,0,510000,210000,ANDHRAPRADESH,Graduate
BJP,0,90000,1100,UTTARPRADESH,Post Graduate
AAP,1,30000,0,PUNJAB,12th Pass
IND,0,540000,0,UTTARAKHAND,12th Pass
AAP,0,2600,700,PUNJAB,Post Graduate
INC,2,3600,49,KARNATAKA,Graduate
YSRCP,4,510000,40000,ANDHRAPRADESH,Post Graduate
Tipra Motha Party,1,140000,0,TRIPURA,Post Graduate
BJP,0,2800,430000,MADHYAPRADESH,Graduate
INC,42,170000,30000,KARNATAKA,Graduate
AAP,1,600,0,PUNJAB,Post Graduate
BJP,0,20000,0,CHHATTISGARH,Graduate
AITC,3,30000,2900,WESTBENGAL,10th Pass
IND,0,1400,0,HARYANA,Graduate
BJP,0,0,200000,KARNATAKA,Graduate
IND,13,0,0,KERALA,Graduate Professional
INC,7,100000,20000,MAHARASHTRA,12th Pass
BJP,0,60000,800,KARNATAKA,Graduate
IND,1,80000,1300,MEGHALAYA,Post Graduate
BJD,51,3000,0,ODISHA,12th Pass
INC,0,20000,800,JHARKHAND,Graduate
BJP,14,20000,0,UTTARAKHAND,Graduate
AAP,2,1500,2800,DELHI,Post Graduate
AAP,1,70000,10000,PUNJAB,Post Graduate
INC,0,20000,700,ASSAM,Graduate
INC,0,3500,3000,GUJARAT,Graduate
SP,3,0,0,GUJARAT,12th Pass
INC,2,50000,3600,BIHAR,10th Pass
YSRCP,2,20000,50000,ANDHRAPRADESH,Post Graduate
SHS,0,200000,40000,MAHARASHTRA,10th Pass
BJP,0,80000,10000,HARYANA,Graduate Professional
SHS,18,440000,8200,MAHARASHTRA,Graduate
BJP,0,50000,1100,UTTARPRADESH,12th Pass
BJP,0,250000,40000,MAHARASHTRA,5th Pass
BJP,3,100000,3100,UTTARPRADESH,Graduate
BJP,4,20000,2500,UTTARPRADESH,Graduate
BJP,0,8200,800,TRIPURA,10th Pass
SP,7,0,0,WESTBENGAL,Graduate Professional
BJP,0,4900,1500,GUJARAT,Literate
BJP,0,30000,200,CHHATTISGARH,8th Pass
INC,1,0,0,PUNJAB,12th Pass
DMK,24,6700,1000,TAMILNADU,Post Graduate
CPI(M),1,20000,1400,WESTBENGAL,Graduate
SP,3,50000,20000,UTTARPRADESH,12th Pass
BJP,0,480000,100000,MAHARASHTRA,12th Pass
BJP,3,5600,1100,RAJASTHAN,Graduate Professional
BJP,1,40000,300,RAJASTHAN,Others
BJP,0,60000,10000,MAHARASHTRA,12th Pass
BJP,0,20000,0,RAJASTHAN,Graduate
BJP,3,100000,1400,BIHAR,Graduate
INC,0,0,3000,GOA,Graduate
IND,2,100000,20000,MAHARASHTRA,Post Graduate
BJP,6,5600,100000,WESTBENGAL,Post Graduate
DMK,0,70000,1700,TAMILNADU,Graduate Professional
BJD,1,10000,700,ODISHA,12th Pass
DMK,0,50000,7600,TAMILNADU,Graduate Professional
JD(U),11,90000,10000,DELHI,Post Graduate
IND,0,0,20000,GOA,Graduate
BJP,0,10000,1600,ARUNACHALPRADESH,12th Pass
CPI(M),0,9700,0,TRIPURA,12th Pass
INC,0,390000,110000,KARNATAKA,Post Graduate
INC,3,160000,20000,KARNATAKA,10th Pass
YSRCP,0,170000,210000,ANDHRAPRADESH,Graduate
DMK,0,90000,20000,TAMILNADU,Graduate Professional
RJD,1,0,1000,BIHAR,10th Pass
JD(U),1,0,1000,BIHAR,Doctorate
BJP,0,30000,70000,ASSAM,12th Pass
BJP,0,4390000,1210000,PUNJAB,Graduate Professional
BJP,0,4000,0,WESTBENGAL,Graduate
INC,2,700000,82,MADHYAPRADESH,Graduate
IND,1,10000,600,UTTARAKHAND,Post Graduate
INC,1,4600,9600,MAHARASHTRA,Post Graduate
INC,3,640000,140000,KARNATAKA,10th Pass
SP,0,60000,1500,UTTARPRADESH,Graduate Professional
AAP,0,5700,270000,BIHAR,Doctorate
INC,0,350000,170000,KARNATAKA,Others
INC,6,40000,7200,BIHAR,Graduate
INC,0,60000,10000,KARNATAKA,Graduate Professional
TDP,1,830000,30000,ANDHRAPRADESH,Graduate
BJP,0,20000,2700,MADHYAPRADESH,Graduate
AAP,1,0,2800,DELHI,Post Graduate
BJP,0,50000,1400,UTTARPRADESH,Graduate Professional
JD(U),1,30000,8500,BIHAR,Graduate
INC,0,8800,4200,MADHYAPRADESH,Graduate
SP,3,60000,1100,UTTARPRADESH,12th Pass
INC,0,20000,800,MAHARASHTRA,Graduate
CPI(M),3,4300,0,MADHYAPRADESH,8th Pass
BJP,0,10000,0,RAJASTHAN,Post Graduate
BJP,0,30000,3200,RAJASTHAN,Graduate Professional
JD(S),8,20000,20000,KARNATAKA,Graduate
INC,1,10000,5200,HIMACHALPRADESH,Post Graduate
YSRCP,0,0,700,ANDHRAPRADESH,Post Graduate
BJP,0,0,5000,BIHAR,Graduate
AAP,1,1400,0,DELHI,Post Graduate
BJP,0,7800,270000,WESTBENGAL,Graduate Professional
INC,6,30000,1500,MAHARASHTRA,Graduate Professional
NCP,1,160000,0,MAHARASHTRA,12th Pass
BJP,0,20000,3600,RAJASTHAN,10th Pass
JMM,0,30000,0,JHARKHAND,10th Pass
NCP,1,140000,20000,MAHARASHTRA,Graduate
INC,0,15,3,PUNJAB,Others
YSRCP,0,30000,6100,ANDHRAPRADESH,Post Graduate
AIADMK,0,30000,6200,TAMILNADU,Graduate Professional
AAP,0,30000,0,PUNJAB,Post Graduate
AAP,0,9900,0,GUJARAT,10th Pass
BJP,0,3600,2200,MADHYAPRADESH,Graduate Professional
INC,7,2200,0,MAHARASHTRA,Graduate Professional
AITC,1,8400,0,WESTBENGAL,Graduate
BJP,3,1200,400,BIHAR,10th Pass
AAP,0,10000,0,UTTARPRADESH,12th Pass
JD(U),1,30000,5200,BIHAR,12th Pass
RJD,0,60000,300,BIHAR,Graduate
BJP,0,20000,40000,RAJASTHAN,5th Pass
INC,0,40000,2200,MADHYAPRADESH,10th Pass
JD(U),1,30000,3200,MANIPUR,Graduate
BJP,4,20000,0,RAJASTHAN,Graduate
AAP,2,200000,2800,DELHI,Graduate Professional
INC,1,10000,1200,UTTARAKHAND,Graduate Professional
SHS,0,10000,300,MAHARASHTRA,Graduate
AIADMK,0,90000,1100,TAMILNADU,12th Pass
BJP,0,0,3000,GOA,Graduate
INC,1,80000,300,ASSAM,Graduate Professional
SP,1,30000,10000,UTTARPRADESH,Post Graduate
BJP,0,20000,4000,WESTBENGAL,Post Graduate
BJP,0,0,400,ASSAM,10th Pass
AAP,0,2100,0,KERALA,8th Pass
BJP,8,20000,4000,WESTBENGAL,10th Pass
INC,1,10000,4900,CHHATTISGARH,Graduate
SHS,18,0,8100,MAHARASHTRA,Graduate
BJP,0,30000,0,WESTBENGAL,10th Pass
BJP,0,50000,10000,UTTARPRADESH,Graduate Professional
BJP,1,60000,5600,MADHYAPRADESH,Post Graduate
SP,38,0,10000,UTTARPRADESH,Graduate
BJP,0,110000,0,ASSAM,Graduate
YSRCP,16,9000,0,ANDHRAPRADESH,Graduate Professional
NCP,6,0,3100,MAHARASHTRA,Post Graduate
INC,2,30000,7000,WESTBENGAL,Graduate Professional
AITC,0,80000,0,WESTBENGAL,Graduate
INC,0,40000,10000,KARNATAKA,Doctorate
INC,7,190000,1200,BIHAR,Graduate Professional
BJP,0,50000,10000,CHHATTISGARH,Post Graduate
AIADMK,0,2100,61,TAMILNADU,10th Pass
CPI(M),5,4300,0,KERALA,Graduate Professional
IND,0,3600,0,ARUNACHALPRADESH,Graduate Professional
IND,4,140000,40000,KARNATAKA,Graduate
SP,0,20000,2500,UTTARPRADESH,12th Pass
DMK,17,2300,0,TAMILNADU,Graduate
INC,2,700000,2800,RAJASTHAN,Post Graduate
INC,2,0,900,UTTARAKHAND,Post Graduate
DMK,0,90000,800,TAMILNADU,Graduate
IND,0,1100,0,NAGALAND,10th Pass
JD(U),0,30000,700,BIHAR,Doctorate
BJP,0,60000,4400,UTTARPRADESH,Graduate
INC,7,110000,1900,ASSAM,Graduate
AAP,0,20000,300,PUNJAB,Graduate
BJP,0,0,1400,MAHARASHTRA,Graduate Professional
BJP,0,6000,0,NAGALAND,10th Pass
BJP,1,30000,0,UTTARAKHAND,Graduate
RJD,1,7700,400,BIHAR,Doctorate
BJP,4,40000,1100,UTTARPRADESH,12th Pass
BJP,0,420000,2300,ANDHRAPRADESH,Graduate
BJP,0,0,5000,MAHARASHTRA,12th Pass
INC,0,1800,3300,HARYANA,12th Pass
TDP,1,360000,1600,ANDHRAPRADESH,Post Graduate
BJP,0,20000,0,UTTARAKHAND,Graduate
BJP,0,40000,300,MADHYAPRADESH,Graduate
JD(U),1,0,200,BIHAR,Graduate
AAP,3,10000,700,PUNJAB,Others
BJP,0,60000,0,ARUNACHALPRADESH,Graduate
INC,0,440000,9500,GUJARAT,Graduate Professional
BJP,1,30000,900,GOA,Others
AAP,3,5600,400,WESTBENGAL,12th Pass
SHS,0,10000,3900,MAHARASHTRA,Post Graduate
DMK,8,30000,2900,PUDUCHERRY,12th Pass
BJP,0,4000,0,UTTARPRADESH,Graduate Professional
JMM,2,20000,0,JHARKHAND,10th Pass
IND,0,1100,0,ARUNACHALPRADESH,Graduate
DMK,3,100000,1100,TAMILNADU,12th Pass
NCP,0,250000,4500,MAHARASHTRA,Graduate
INC,0,40000,1600,RAJASTHAN,Post Graduate
INC,1,14130000,2650000,KARNATAKA,Graduate
YSRCP,0,100000,50000,ANDHRAPRADESH,12th Pass
CPI(M),7,220000,0,WESTBENGAL,10th Pass
BJP,0,10000,2700,CHHATTISGARH,Doctorate
INC,0,20000,5000,MANIPUR,Graduate
DMK,12,0,2900,TAMILNADU,12th Pass
AAP,2,2500,300,DELHI,Post Graduate
CPI(M),0,3700,0,KERALA,10th Pass
AAP,0,5500,10000,PUNJAB,Graduate
INC,6,70000,20000,TAMILNADU,Graduate
BJP,0,0,1000,GUJARAT,Literate
BJD,1,30000,600,ODISHA,8th Pass
BJP,0,170000,400,BIHAR,Literate
BJP,0,110000,5400,MADHYAPRADESH,Graduate Professional
YSRCP,2,5400,160000,ANDHRAPRADESH,Post Graduate
INC,1,90000,60000,MAHARASHTRA,Post Graduate
IND,1,6600,0,GOA,12th Pass
BJP,0,30000,0,RAJASTHAN,Graduate Professional
BJP,2,50000,200,UTTARPRADESH,Graduate
SP,0,60000,2700,UTTARPRADESH,12th Pass
BJP,0,110000,30000,HARYANA,12th Pass
SHS,1,0,20000,MAHARASHTRA,Graduate
SHS,6,270000,20000,MAHARASHTRA,Doctorate
AITC,0,1900,0,WESTBENGAL,10th Pass
BJD,0,70000,40000,ODISHA,12th Pass
AITC,0,80000,0,WESTBENGAL,Graduate
AAP,4,4400,700,PUNJAB,Post Graduate
BJP,0,7000,2300,WESTBENGAL,10th Pass
JMM,6,10000,0,JHARKHAND,12th Pass
BJP,0,50000,10000,UTTARPRADESH,12th Pass
IND,1,0,40000,UTTARAKHAND,10th Pass
SP,0,100000,10000,UTTARPRADESH,Graduate
NCP,3,200000,40000,MAHARASHTRA,10th Pass
AITC,1,30000,8400,WESTBENGAL,12th Pass
AITC,1,30000,0,WESTBENGAL,10th Pass
BJD,1,10000,0,ODISHA,12th Pass
INC,1,1210000,90000,MAHARASHTRA,Graduate
DMK,26,20000,800,TAMILNADU,Graduate
CPI(M),0,3700,0,KERALA,Graduate
DMK,10,6800,0,TAMILNADU,Graduate
BJP,0,0,100,MAHARASHTRA,Literate
AAP,1,0,1600,WESTBENGAL,Post Graduate
BJP,0,2400,0,ODISHA,Post Graduate
AAP,2,1700,150000,PUNJAB,10th Pass
BJP,0,80000,4800,MADHYAPRADESH,Post Graduate
AAP,2,30,8300,PUNJAB,Graduate
BJP,6,140000,60000,MADHYAPRADESH,Post Graduate
JD(U),0,40000,1500,BIHAR,Doctorate
AAP,4,1800,0,PUNJAB,Others
BJP,0,640000,200000,HARYANA,Graduate Professional
TDP,0,90000,6000,ANDHRAPRADESH,Post Graduate
DMK,5,1210000,90000,TAMILNADU,12th Pass
BJP,0,0,3800,UTTARAKHAND,10th Pass
BJP,3,100000,1100,ODISHA,Graduate
BJD,0,8600,7500,ODISHA,Graduate
SP,0,30000,7500,MANIPUR,Post Graduate
RJD,1,60000,8500,BIHAR,Graduate
INC,0,8900,130000,RAJASTHAN,12th Pass
YSRCP,0,270000,0,ANDHRAPRADESH,12th Pass
YSRCP,7,170000,10000,ANDHRAPRADESH,Post Graduate
AAP,0,10000,2700,DELHI,Post Graduate
INC,0,20000,5100,MADHYAPRADESH,Post Graduate
AITC,0,30000,0,ANDHRAPRADESH,Post Graduate
IND,1,30000,1600,RAJASTHAN,Post Graduate
INC,13,30000,3400,MAHARASHTRA,Graduate Professional
BJD,1,9300,400,ODISHA,8th Pass
SP,0,0,8100,BIHAR,Graduate Professional
SHS,0,40000,2100,MAHARASHTRA,12th Pass
INC,0,240000,4900,HIMACHALPRADESH,Doctorate
BJP,0,20000,10000,MAHARASHTRA,5th Pass
BJP,0,9100,900,GUJARAT,Others
DMK,18,70000,100,KERALA,10th Pass
BJP,0,5600,1000,MADHYAPRADESH,Graduate Professional
BJP,1,60000,0,BIHAR,5th Pass
NCP,1,0,0,MAHARASHTRA,10th Pass
Sikkim Krantikari Morcha,0,6200,200,SIKKIM,Graduate
BJP,0,300000,0,MADHYAPRADESH,5th Pass
CPI(M),4,4100,0,KERALA,8th Pass
YSRCP,0,30,270000,ANDHRAPRADESH,Graduate
NCP,5,60000,30000,MAHARASHTRA,Graduate Professional
AAP,1,20000,300,PUNJAB,Graduate
AAP,9,0,100,PUNJAB,10th Pass
DMK,9,8000,7000,TAMILNADU,8th Pass
YSRCP,0,2600,9300,ANDHRAPRADESH,Post Graduate
BJP,0,6000,2600,RAJASTHAN,Graduate
BJP,0,8100,240000,KARNATAKA,Graduate
INC,5,0,6100,MAHARASHTRA,Graduate
BJP,0,20000,1900,UTTARPRADESH,12th Pass
BJD,2,3600,10000,ODISHA,Graduate
BJD,1,140000,40000,ODISHA,12th Pass
INC,0,20000,5600,CHHATTISGARH,Graduate Professional
INC,3,180000,10000,MAHARASHTRA,12th Pass
JMM,1,10000,1000,JHARKHAND,12th Pass
AITC,0,8400,0,WESTBENGAL,Graduate Professional
CPI(M),0,3600,170000,KERALA,Graduate
NCP,0,140000,40000,MAHARASHTRA,Graduate
BJP,0,80000,10000,MADHYAPRADESH,Post Graduate
JMM,8,7700,2000,PUNJAB,10th Pass
BJP,0,60000,1100,RAJASTHAN,Post Graduate
INC,0,280000,140000,KARNATAKA,10th Pass
YSRCP,0,70000,3300,ANDHRAPRADESH,Doctorate
INC,10,100,0,MADHYAPRADESH,Graduate
YSRCP,18,70000,100,ANDHRAPRADESH,Graduate
IND,0,20000,0,UTTARAKHAND,10th Pass
BJP,0,20000,6900,MADHYAPRADESH,Graduate
IND,0,110000,0,ASSAM,10th Pass
AAP,3,20000,0,PUNJAB,10th Pass
DMK,0,600,200,TAMILNADU,Graduate
SHS,0,40000,3900,MAHARASHTRA,Graduate
INC,1,20000,400,KERALA,Post Graduate
DMK,34,150000,40000,TAMILNADU,Graduate Professional
AIADMK,0,30000,0,TAMILNADU,10th Pass
AAP,1,2600,1400,DELHI,Post Graduate
INC,0,4350000,5,RAJASTHAN,Graduate Professional
BJP,12,10000,300,UTTARPRADESH,Graduate
NCP,1,0,160000,MAHARASHTRA,10th Pass
DMK,12,0,300,TAMILNADU,Graduate Professional
SP,22,290000,100,GUJARAT,8th Pass
DMK,0,5100,30000,PUDUCHERRY,Graduate
AIADMK,0,10000,0,TAMILNADU,Graduate
AITC,1,4300,0,WESTBENGAL,Graduate Professional
BJD,3,30000,100000,MAHARASHTRA,12th Pass
BJP,0,300000,0,ARUNACHALPRADESH,5th Pass
AAP,2,1110000,630000,DELHI,Graduate
YSRCP,9,10000,7400,WESTBENGAL,10th Pass
BJP,0,10000,100,MANIPUR,12th Pass
BJP,0,20000,2700,UTTARAKHAND,12th Pass
INC,0,20000,9400,HIMACHALPRADESH,Graduate Professional
INC,4,20000,4000,KERALA,Graduate
YSRCP,2,700000,30000,ANDHRAPRADESH,10th Pass
YSRCP,1,270000,150000,ANDHRAPRADESH,Post Graduate
DMK,10,4000,0,TAMILNADU,Graduate Professional
DMK,13,10000,6900,TAMILNADU,Graduate Professional
AAP,1,0,0,PUNJAB,Post Graduate
BJD,1,0,0,ODISHA,12th Pass
CPI(M),1,10000,0,KERALA,Graduate
INC,3,20000,1700,BIHAR,Graduate Professional
YSRCP,0,340000,100,ANDHRAPRADESH,Post Graduate
BJP,0,8800,100,BIHAR,Graduate
AAP,1,70000,60000,PUNJAB,Post Graduate
SHS,0,60000,40000,MAHARASHTRA,Graduate Professional
BJP,0,50000,0,ARUNACHALPRADESH,Graduate
IND,0,20000,1600,ASSAM,Graduate
BJP,0,60000,700,UTTARPRADESH,Post Graduate
BJP,0,30000,10000,MAHARASHTRA,Graduate Professional
BJP,1,40000,6600,HARYANA,Graduate Professional
AITC,1,1900,0,WESTBENGAL,Graduate
AITC,0,4900,1400,WESTBENGAL,Graduate Professional
SP,0,50000,0,UTTARPRADESH,Graduate Professional
AAP,1,1800,1400,PUNJAB,Post Graduate
BJP,0,20000,0,ARUNACHALPRADESH,5th Pass
SP,30,40000,0,UTTARPRADESH,Post Graduate
INC,1,750000,80000,PUNJAB,Post Graduate
CPI(M),4,9800,0,TRIPURA,Graduate Professional
IND,0,90000,70000,ODISHA,10th Pass
BJD,29,2300,0,ODISHA,12th Pass
DMK,4,100000,1100,TAMILNADU,10th Pass
BJD,1,40000,1000,ODISHA,Graduate
INC,1,10000,400,ASSAM,Graduate
BJP,0,0,0,BIHAR,8th Pass
BJP,0,0,1000,UTTARPRADESH,10th Pass
JMM,0,30000,5700,JHARKHAND,12th Pass
INC,0,480000,27,KARNATAKA,Post Graduate
INC,11,50000,10000,KARNATAKA,Graduate
BJP,0,20000,1800,HARYANA,Doctorate
AAP,10,0,0,PUNJAB,12th Pass
INC,0,560000,220000,KARNATAKA,Graduate
RJD,5,60000,4900,BIHAR,Graduate
AITC,0,500,0,MEGHALAYA,Graduate
INC,0,30000,5700,JHARKHAND,Graduate
BJD,0,9400,1300,ODISHA,10th Pass
BJP,0,9100,4100,CHHATTISGARH,Others
BJP,0,270000,50000,RAJASTHAN,Graduate
BJP,0,7100,220000,ARUNACHALPRADESH,Graduate
DMK,12,0,10000,TAMILNADU,10th Pass
BJP,0,40000,10000,MADHYAPRADESH,Literate
AAP,2,0,0,DELHI,Graduate
INC,0,0,700,ASSAM,Graduate
AAP,0,180000,600,DELHI,Graduate Professional
BJP,0,20000,5400,ARUNACHALPRADESH,5th Pass
DMK,0,10000,7000,TAMILNADU,Graduate Professional
NCP,0,7000,1600,MAHARASHTRA,Graduate Professional
INC,0,30000,400,ASSAM,Graduate
YSRCP,1,0,50000,ANDHRAPRADESH,12th Pass
AAP,0,950000,7800,PUNJAB,Others
RJD,0,6700,1200,BIHAR,Post Graduate
INC,0,480000,60000,KARNATAKA,Graduate Professional
AAP,1,2600,0,DELHI,Post Graduate
BJP,1,1220000,7300,BIHAR,Graduate
NDPP,0,20000,0,NAGALAND,Post Graduate
BJP,0,0,0,GUJARAT,12th Pass
BJP,0,6100,1200,GUJARAT,10th Pass
DMK,34,150000,40000,TAMILNADU,Graduate Professional
AAP,11,0,9400,DELHI,12th Pass
BJP,0,20000,3100,UTTARPRADESH,5th Pass
JD(S),0,90000,10000,KARNATAKA,Graduate Professional
BJP,0,60000,10000,MADHYAPRADESH,Graduate
BJP,3,30000,1100,UTTARPRADESH,Graduate Professional
INC,2,320000,130000,BIHAR,Graduate
SP,0,50000,10000,UTTARPRADESH,12th Pass
INC,0,20000,0,KERALA,12th Pass
BJP,0,9100,900,CHHATTISGARH,Others
INC,13,10000,3400,ODISHA,Graduate Professional
INC,3,340000,80000,KARNATAKA,12th Pass
JMM,0,10000,0,JHARKHAND,12th Pass
INC,5,60000,8400,BIHAR,Graduate
BJD,29,20000,600,ODISHA,12th Pass
Sikkim Krantikari Morcha,0,6200,200,SIKKIM,Graduate
BJP,2,2000,4100,RAJASTHAN,Graduate
NCP,7,260000,80000,MAHARASHTRA,10th Pass
JMM,0,10000,1900,JHARKHAND,Doctorate
BJP,1,30000,4700,BIHAR,Post Graduate
BJP,0,10000,4600,MADHYAPRADESH,Graduate Professional
BJP,0,40000,0,RAJASTHAN,Graduate Professional
AIADMK,0,180000,1700,TAMILNADU,Graduate Professional
SP,0,6600,6900,UTTARPRADESH,Graduate Professional
BJP,0,30000,3200,MANIPUR,12th Pass
BJP,0,290000,8810000,MAHARASHTRA,Graduate
DMK,47,2300,0,TAMILNADU,Graduate
INC,6,150000,800,MADHYAPRADESH,Graduate
INC,18,70000,8200,KERALA,10th Pass
BJP,0,10000,0,UTTARPRADESH,12th Pass
BJP,0,20000,900,CHHATTISGARH,Others
IND,14,7200,0,ARUNACHALPRADESH,Graduate
CPI(M),4,9700,0,TRIPURA,Graduate Professional
BJP,2,100000,6700,UTTARPRADESH,12th Pass
IND,2,240000,0,MADHYAPRADESH,Post Graduate
BJP,9,6400,100,GUJARAT,10th Pass
INC,0,20000,0,RAJASTHAN,Graduate
INC,0,0,2200,HARYANA,Graduate
BJP,0,2420000,7700,UTTARPRADESH,Graduate Professional
INC,0,20000,3900,RAJASTHAN,Graduate
BJP,0,10000,4100,RAJASTHAN,Literate
INC,0,20000,500,JHARKHAND,12th Pass
INC,0,20000,2100,TRIPURA,Graduate
DMK,29,130000,1700,TAMILNADU,Post Graduate
BJP,0,40000,10000,MADHYAPRADESH,Graduate
YSRCP,0,340000,8100,ANDHRAPRADESH,Post Graduate
NCP,1,140000,40000,MAHARASHTRA,10th Pass
BJP,0,0,2100,UTTARAKHAND,12th Pass
BJP,0,120000,1900,UTTARPRADESH,Post Graduate
INC,0,10000,3200,HIMACHALPRADESH,10th Pass
BJP,1,10000,300,MADHYAPRADESH,Post Graduate
BJP,0,0,4100,JHARKHAND,Doctorate
BJP,0,40000,3300,MAHARASHTRA,Doctorate
SP,2,20000,5000,UTTARPRADESH,Graduate
BJP,0,50000,500,UTTARPRADESH,Graduate
YSRCP,18,0,8100,ANDHRAPRADESH,Doctorate
IND,1,0,6600,MAHARASHTRA,Graduate Professional
JD(U),1,160000,10000,BIHAR,Doctorate
Sikkim Krantikari Morcha,0,1400,0,MEGHALAYA,Post Graduate
DMK,0,60000,140000,TAMILNADU,Graduate Professional
NDPP,0,80000,0,NAGALAND,Graduate
Sikkim Krantikari Morcha,0,6200,200,SIKKIM,Graduate
INC,0,8500,0,RAJASTHAN,12th Pass
JMM,3,20000,400,JHARKHAND,12th Pass
BJP,0,10000,100,UTTARPRADESH,12th Pass
BJP,2,4000,0,WESTBENGAL,Graduate
AITC,0,300,0,WESTBENGAL,8th Pass
AAP,4,2600,1100,PUNJAB,12th Pass
SP,2,10000,0,UTTARPRADESH,Post Graduate
YSRCP,0,8300,6300,ANDHRAPRADESH,Post Graduate
INC,18,70000,8200,MAHARASHTRA,Graduate
RJD,1,0,0,BIHAR,Doctorate
BJP,1,0,2900,GOA,Others
BJP,2,2960000,240000,MADHYAPRADESH,Graduate
RJD,3,60000,10000,MAHARASHTRA,12th Pass
DMK,10,8000,70000,TAMILNADU,12th Pass
BJP,2,40000,1500,MADHYAPRADESH,Literate
BJP,0,250000,0,MAHARASHTRA,5th Pass
INC,14,560000,40000,KARNATAKA,Graduate
SHS,1,0,4900,MAHARASHTRA,10th Pass
