Party,Criminal Case,Total Assets,Liabilities,state,Education
BJP,0,90000,2800,TAMILNADU,12th Pass
INC,15,3400,2100,BIHAR,Doctorate
INC,0,8500,130000,TRIPURA,Graduate Professional
BJP,12,2300,3200,TAMILNADU,Graduate
JD(U),0,240000,600,PUNJAB,Post Graduate
RJD,0,40000,1100,HARYANA,Graduate
BJD,0,70000,1200,BIHAR,12th Pass
BJP,5,70000,0,MAHARASHTRA,Graduate
BJP,0,80000,120000,JHARKHAND,10th Pass
AITC,1,260000,1200,KERALA,Graduate Professional
AITC,0,60000,300,HIMACHALPRADESH,10th Pass
Sikkim Krantikari Morcha,3,10000,2300,JHARKHAND,10th Pass
BJP,0,10000,6000,HARYANA,Post Graduate
SP,5,570000,3400,GOA,12th Pass
CPI(M),0,60000,1140000,BIHAR,Graduate
INC,0,10000,3500,ANDHRAPRADESH,Post Graduate
BJP,3,540000,500,GUJARAT,12th Pass
CPI(M),1,9800,2800,GUJARAT,Graduate Professional
CPI,9,70000,5000,MAHARASHTRA,Doctorate
BJP,0,40000,1300,HARYANA,10th Pass
AITC,1,3700,0,ODISHA,Post Graduate
JMM,0,20000,4100,UTTARPRADESH,Graduate
BJP,1,140000,500,BIHAR,Graduate Professional
INC,10,90000,0,UTTARPRADESH,Graduate
SHS,0,10000,0,TAMILNADU,Post Graduate
AITC,1,30000,3200,WESTBENGAL,Graduate Professional
INC,0,20000,0,BIHAR,Graduate Professional
DMK,3,160000,6300,ASSAM,10th Pass
AAP,1,50000,0,MAHARASHTRA,Graduate Professional
AAP,0,50000,10000,BIHAR,12th Pass
INC,0,10000,0,KARNATAKA,Post Graduate
YSRCP,0,160000,7400,UTTARPRADESH,12th Pass
DMK,2,170000,40000,KARNATAKA,12th Pass
INC,0,10000,270000,KERALA,Graduate
SHS,1,3300,2300,HIMACHALPRADESH,Graduate
IND,6,10000,10000,MAHARASHTRA,Graduate Professional
INC,0,7700,30000,KARNATAKA,Post Graduate
BJP,0,4390000,40000,GUJARAT,Graduate Professional
Sikkim Krantikari Morcha,1,30000,2600,WESTBENGAL,Post Graduate
BJP,0,0,0,HIMACHALPRADESH,Post Graduate
JD(U),14,0,30000,RAJASTHAN,12th Pass
AITC,0,80000,5000,MADHYAPRADESH,12th Pass
DMK,0,50000,0,TRIPURA,Graduate Professional
NCP,1,700000,5000,ANDHRAPRADESH,Graduate
BJD,7,200000,10000,PUNJAB,12th Pass
INC,0,30,6400,MADHYAPRADESH,Graduate
DMK,2,510000,560000,JHARKHAND,Graduate Professional
TDP,51,660000,3100,GUJARAT,Others
BJP,0,90000,6600,MAHARASHTRA,Post Graduate
BJP,0,10000,90000,MAHARASHTRA,12th Pass
BJP,0,70000,1200,MAHARASHTRA,Post Graduate
INC,0,1400,10000,KARNATAKA,Post Graduate
YSRCP,0,70000,200,CHHATTISGARH,Graduate
BJP,0,50000,40000,UTTARAKHAND,Post Graduate
INC,23,950000,900,BIHAR,Literate
INC,3,8300,3000,BIHAR,Graduate Professional
CPI(M),0,10000,30000,TAMILNADU,12th Pass
BJD,0,150000,8700,JHARKHAND,10th Pass
SP,0,60000,20000,MAHARASHTRA,Graduate Professional
BJP,0,10000,1600,UTTARPRADESH,Post Graduate
BJP,0,30000,300,KARNATAKA,10th Pass
RJD,0,10000,20000,RAJASTHAN,Graduate
BJP,0,630000,4900,BIHAR,12th Pass
JMM,0,370000,0,JHARKHAND,Graduate
BJP,0,0,500,BIHAR,10th Pass
SP,1,60000,7500,MADHYAPRADESH,Graduate
DMK,0,3800,10000,ODISHA,Graduate
BJP,4,160000,1900,TAMILNADU,Post Graduate
BJP,0,0,4700,UTTARPRADESH,10th Pass
BJP,15,8500,2000,MAHARASHTRA,Graduate Professional
YSRCP,1,30000,0,HIMACHALPRADESH,Graduate Professional
INC,0,30000,0,DELHI,Graduate Professional
INC,1,830000,7400,ANDHRAPRADESH,Graduate Professional
INC,0,0,6900,WESTBENGAL,10th Pass
Tipra Motha Party,0,5800,400,MEGHALAYA,Graduate Professional
AITC,0,20000,3500,JHARKHAND,Graduate Professional
DMK,2,20000,50000,RAJASTHAN,8th Pass
BJP,1,10000,99,MADHYAPRADESH,Graduate Professional
INC,2,150000,14,TAMILNADU,Graduate
AAP,0,160000,30000,RAJASTHAN,Graduate
NCP,1,910000,1000,TAMILNADU,10th Pass
INC,0,70000,0,NAGALAND,12th Pass
BJP,1,10000,0,TAMILNADU,12th Pass
Tipra Motha Party,0,4800,900,RAJASTHAN,12th Pass
SHS,0,10000,500,TAMILNADU,Graduate Professional
DMK,1,0,15,KERALA,Graduate Professional
BJP,6,950000,20000,ANDHRAPRADESH,Post Graduate
SP,0,40000,300,KARNATAKA,Graduate
BJP,5,280000,97,RAJASTHAN,12th Pass
SHS,0,3400,4500,RAJASTHAN,12th Pass
NCP,173,8800,0,MAHARASHTRA,8th Pass
BJP,0,40000,0,MADHYAPRADESH,10th Pass
YSRCP,0,780000,230000,JHARKHAND,12th Pass
BJP,46,10000,2400,TRIPURA,Graduate
CPI(M),0,20000,300,MAHARASHTRA,Post Graduate
INC,1,50000,9900,KARNATAKA,10th Pass
BJP,8,3100,300,MADHYAPRADESH,Graduate Professional
INC,1,30000,900,GOA,Graduate Professional
BJP,2,20000,20000,UTTARPRADESH,8th Pass
BJP,1,60000,130000,TAMILNADU,Others
DMK,0,0,1100,JHARKHAND,Graduate Professional
DMK,0,20000,20000,RAJASTHAN,Graduate
BJP,1,0,1600,RAJASTHAN,Graduate Professional
INC,0,8900,6000,BIHAR,Graduate Professional
CPI(M),1,700000,800,ANDHRAPRADESH,12th Pass
BJP,0,660000,1300,MAHARASHTRA,Graduate
INC,13,280000,0,ODISHA,10th Pass
INC,2,150000,0,MAHARASHTRA,Others
BJP,6,80000,20000,DELHI,Post Graduate
BJP,3,420000,800,WESTBENGAL,12th Pass
BJP,0,10000,1500,ODISHA,Graduate
YSRCP,2,20000,20000,MAHARASHTRA,Post Graduate
BJP,1,4000,2500,MAHARASHTRA,Literate
CPI(M),0,30000,2600,ODISHA,Graduate
CPI(M),1,2300,4300,BIHAR,Graduate Professional
AITC,21,70000,30000,TAMILNADU,Post Graduate
BJP,2,10000,400,ARUNACHALPRADESH,Post Graduate
INC,3,30000,50000,KERALA,12th Pass
DMK,0,10000,1800,UTTARPRADESH,Doctorate
BJP,0,150000,4000,JHARKHAND,Post Graduate
DMK,1,20000,0,ODISHA,Graduate
AAP,0,0,4600,ARUNACHALPRADESH,Graduate
JMM,25,70000,14,KERALA,Post Graduate
AITC,3,0,4700,CHHATTISGARH,10th Pass
AAP,4,0,1000,GUJARAT,12th Pass
DMK,0,70000,1000,ANDHRAPRADESH,Graduate Professional
AAP,3,100000,1300,UTTARAKHAND,12th Pass
BJP,6,20000,1300,MAHARASHTRA,Graduate
BJP,0,0,7100,MADHYAPRADESH,12th Pass
NCP,0,160000,0,KERALA,Post Graduate
DMK,0,6610000,6400,ANDHRAPRADESH,12th Pass
IND,1,630000,100,KERALA,10th Pass
BJP,0,390000,1200,ODISHA,Graduate
TDP,1,0,2700,NAGALAND,12th Pass
CPI(M),0,10000,800,MAHARASHTRA,8th Pass
DMK,1,30000,0,UTTARPRADESH,Graduate Professional
JMM,0,40000,40000,TAMILNADU,8th Pass
JD(U),14,0,20000,SIKKIM,5th Pass
INC,1,10000,94,RAJASTHAN,Graduate
AAP,1,1070000,800,UTTARPRADESH,Graduate
BJP,6,3700,3800,HARYANA,8th Pass
NCP,1,20000,110000,HARYANA,Post Graduate
INC,1,2420000,0,PUNJAB,8th Pass
AITC,21,10000,0,RAJASTHAN,12th Pass
INC,0,3400,30000,KARNATAKA,Post Graduate
INC,0,100000,220000,TAMILNADU,Graduate Professional
BJP,1,170000,110000,TAMILNADU,12th Pass
CPI(M),29,10000,60000,UTTARAKHAND,Graduate
Sikkim Krantikari Morcha,38,8200,200,ASSAM,Post Graduate
AITC,8,490000,10000,UTTARPRADESH,Post Graduate
YSRCP,1,20000,56,GUJARAT,Post Graduate
SHS,0,20000,130000,MADHYAPRADESH,12th Pass
INC,2,0,7000,UTTARPRADESH,Post Graduate
AITC,1,10000,50000,TRIPURA,Others
BJP,0,2420000,6200,GUJARAT,Doctorate
YSRCP,0,1300,56,GOA,Graduate Professional
YSRCP,3,100000,100,WESTBENGAL,Post Graduate
BJP,0,3400,4900,MAHARASHTRA,Others
AAP,3,3700,1800,ANDHRAPRADESH,Graduate Professional
AAP,0,4700,20000,CHHATTISGARH,Graduate Professional
BJP,0,50000,100,UTTARPRADESH,Graduate Professional
BJP,3,330000,91,BIHAR,Graduate
AAP,3,10000,300,MAHARASHTRA,Graduate Professional
BJP,1,0,5100,UTTARPRADESH,Post Graduate
JD(S),7,390000,20000,UTTARPRADESH,Graduate
YSRCP,0,9300,6900,MAHARASHTRA,Post Graduate
BJP,0,0,9000,BIHAR,Graduate Professional
IND,0,20000,300,DELHI,Graduate Professional
BJP,3,10000,500,GUJARAT,Graduate Professional
SP,2,0,0,ODISHA,Post Graduate
BJD,7,10000,1500,PUNJAB,10th Pass
BJP,0,60000,40000,TAMILNADU,8th Pass
BJP,173,2920000,500,TAMILNADU,Graduate
BJP,1,190000,6100,ODISHA,8th Pass
IND,0,4600,30000,GUJARAT,Graduate
BJP,1,10000,3600,KARNATAKA,12th Pass
INC,6,30000,800,BIHAR,Post Graduate
INC,0,40000,0,GUJARAT,10th Pass
IND,0,20000,0,KARNATAKA,12th Pass
AAP,1,660000,2100,ODISHA,Graduate
NPP,9,220000,5000,TAMILNADU,Graduate
DMK,0,7300,20000,UTTARPRADESH,12th Pass
BJP,0,480000,0,GUJARAT,Post Graduate
BJP,0,130000,120000,ANDHRAPRADESH,10th Pass
DMK,4,10000,3600,JHARKHAND,Post Graduate
INC,0,150000,10000,MAHARASHTRA,Graduate
INC,0,60000,700,ANDHRAPRADESH,Graduate Professional
CPI(M),6,50000,20000,ANDHRAPRADESH,10th Pass
BJP,0,10000,20000,MAHARASHTRA,Graduate Professional
BJP,6,7100,100000,JHARKHAND,Graduate Professional
BJP,21,120000,2600,RAJASTHAN,Graduate
BJP,0,4700,60000,TAMILNADU,12th Pass
BJP,2,40000,2830000,MAHARASHTRA,Post Graduate
AITC,2,10000,200,WESTBENGAL,8th Pass
JMM,1,30000,1200,MEGHALAYA,Graduate Professional
AITC,4,80000,110000,TAMILNADU,Graduate
AIADMK,0,30000,7000,ODISHA,Graduate Professional
BJP,6,100,6700,KERALA,Graduate
INC,1,10000,500,ANDHRAPRADESH,Graduate
BJP,3,10000,1400,MAHARASHTRA,12th Pass
INC,5,80000,2200,WESTBENGAL,Graduate
BJP,3,70000,0,GOA,Graduate Professional
BJP,0,70000,100,UTTARPRADESH,Post Graduate
SHS,2,250000,400,JHARKHAND,Post Graduate
BJP,2,20000,90000,ANDHRAPRADESH,Graduate Professional
BJP,0,880000,1600,HIMACHALPRADESH,12th Pass
NCP,6,10000,500,WESTBENGAL,Post Graduate
INC,3,5800,300,TAMILNADU,8th Pass
DMK,38,4900,3700,MANIPUR,10th Pass
BJP,0,190000,800,ANDHRAPRADESH,Graduate Professional
INC,0,70000,2800,BIHAR,Graduate Professional
JD(U),4,160000,280000,ODISHA,Graduate
DMK,0,580000,1800,RAJASTHAN,Graduate Professional
AITC,0,2600,1800,SIKKIM,Graduate
TDP,30,20000,60000,HIMACHALPRADESH,Graduate Professional
DMK,0,10000,20000,BIHAR,10th Pass
BJP,22,30000,200,MANIPUR,10th Pass
DMK,0,150000,0,TAMILNADU,Graduate
AAP,3,8500,6100,WESTBENGAL,Graduate Professional
BJP,3,10000,20000,ARUNACHALPRADESH,Graduate
INC,173,0,50000,UTTARPRADESH,Graduate Professional
BJP,2,5700,130000,JHARKHAND,Graduate
BJP,14,0,500,UTTARPRADESH,Graduate Professional
INC,0,200000,570000,BIHAR,Graduate
BJP,9,100000,7200,WESTBENGAL,12th Pass
BJP,5,70000,8400,RAJASTHAN,12th Pass
INC,2,70000,2700,GUJARAT,12th Pass
AAP,1,30000,8000,RAJASTHAN,Graduate
BJP,13,6200,600,TAMILNADU,10th Pass
DMK,0,60000,0,ANDHRAPRADESH,12th Pass
BJP,1,1070000,200,KARNATAKA,Graduate
BJP,2,0,60000,BIHAR,12th Pass
BJP,0,500000,0,HIMACHALPRADESH,10th Pass
IND,0,20000,500,ASSAM,12th Pass
BJP,0,0,6400,MAHARASHTRA,Others
NCP,0,30000,340000,KERALA,Post Graduate
BJP,0,50000,0,WESTBENGAL,10th Pass
SP,2,0,1200,ODISHA,Graduate Professional
RJD,11,3400,900,MAHARASHTRA,12th Pass
BJP,22,10000,1900,KERALA,12th Pass
INC,0,30000,1140000,WESTBENGAL,Graduate Professional
AAP,3,210000,10000,RAJASTHAN,10th Pass
BJP,1,6400,170000,NAGALAND,Others
JD(U),0,3900,2900,TAMILNADU,10th Pass
BJP,1,20000,0,WESTBENGAL,Graduate Professional
BJP,0,8900,900,UTTARPRADESH,Graduate
IND,1,30000,2500,JHARKHAND,12th Pass
BJP,0,20000,0,ANDHRAPRADESH,Post Graduate
BJP,0,280000,1200,HIMACHALPRADESH,Post Graduate
BJP,3,20000,800,BIHAR,12th Pass
SP,9,30000,300,KARNATAKA,Graduate
BJP,0,50000,2800,MAHARASHTRA,12th Pass
BJD,1,70000,10000,KERALA,Graduate
INC,0,30000,30000,BIHAR,10th Pass
BJP,0,20000,120000,HIMACHALPRADESH,Graduate
DMK,4,10000,2900,TAMILNADU,8th Pass
Tipra Motha Party,0,320000,0,MAHARASHTRA,12th Pass
BJP,0,3500,3600,BIHAR,10th Pass
BJD,1,160000,4800,ANDHRAPRADESH,Post Graduate
NDPP,9,10000,200,TAMILNADU,Post Graduate
BJP,0,290000,0,PUDUCHERRY,10th Pass
BJP,9,10000,6000,MADHYAPRADESH,12th Pass
NPP,0,3600,9300,TAMILNADU,Post Graduate
YSRCP,1,70000,8400,SIKKIM,5th Pass
BJP,1,80000,200,RAJASTHAN,Graduate
BJP,9,3600,80000,MEGHALAYA,Graduate
Tipra Motha Party,3,170000,10000,PUNJAB,Post Graduate
BJP,0,970000,300,ANDHRAPRADESH,10th Pass
BJP,1,10000,0,UTTARPRADESH,10th Pass
BJP,3,160000,2000,HARYANA,Graduate Professional
RJD,4,2200,80000,GUJARAT,10th Pass
RJD,1,0,1200,ANDHRAPRADESH,12th Pass
BJP,29,9900,10000,HARYANA,Post Graduate
AITC,0,0,0,CHHATTISGARH,Graduate Professional
IND,0,20000,20000,JHARKHAND,Doctorate
RJD,1,20000,1500,HARYANA,Graduate
RJD,0,120000,700,HARYANA,Graduate
AITC,0,20000,3200,PUNJAB,8th Pass
BJP,0,0,4500,GUJARAT,Literate
DMK,1,20000,900,UTTARPRADESH,10th Pass
BJP,0,20000,40000,TAMILNADU,12th Pass
BJP,6,1430000,30000,MAHARASHTRA,12th Pass
INC,0,20000,0,TAMILNADU,10th Pass
RJD,14,300000,300,KERALA,Graduate
RJD,0,160000,10000,MADHYAPRADESH,Graduate
Sikkim Krantikari Morcha,1,10000,100,MADHYAPRADESH,Post Graduate
AITC,0,50000,1400,HIMACHALPRADESH,12th Pass
YSRCP,4,880000,90000,KARNATAKA,Graduate Professional
INC,1,9100,0,RAJASTHAN,8th Pass
RJD,3,150000,40000,JHARKHAND,Post Graduate
BJD,3,0,300,TRIPURA,Graduate Professional
INC,0,270000,700,NAGALAND,Graduate
BJP,0,10000,5800,MANIPUR,Post Graduate
SP,4,160000,7900,UTTARAKHAND,Graduate
NPP,0,30000,1000,JHARKHAND,Graduate
INC,11,3900,2700,UTTARPRADESH,Graduate
AIADMK,6,30000,10000,KARNATAKA,Graduate
RJD,9,9900,12,ASSAM,Graduate Professional
INC,0,40000,50000,GOA,Post Graduate
JD(S),0,9100,1400,BIHAR,Post Graduate
AAP,2,540000,2800,DELHI,Graduate
INC,38,60000,200,TAMILNADU,Post Graduate
BJP,4,1210000,2300,DELHI,Graduate
Tipra Motha Party,4,4000,0,MADHYAPRADESH,10th Pass
YSRCP,0,30000,30000,BIHAR,Post Graduate
RJD,0,570000,3600,TAMILNADU,Graduate Professional
AIADMK,4,8000,20000,NAGALAND,Post Graduate
RJD,0,20000,1800,KERALA,12th Pass
BJD,0,5600,6600,ANDHRAPRADESH,Post Graduate
AITC,4,80000,4000,MEGHALAYA,Graduate
BJP,0,20000,1300,MAHARASHTRA,10th Pass
BJP,0,30000,4900,KARNATAKA,Graduate
INC,0,10000,1200,MAHARASHTRA,12th Pass
JD(S),0,10000,0,MANIPUR,Literate
Sikkim Krantikari Morcha,0,150000,800,PUNJAB,12th Pass
INC,0,0,20000,TAMILNADU,Post Graduate
INC,16,30000,4200,ANDHRAPRADESH,10th Pass
BJD,0,40000,1000,UTTARPRADESH,Graduate
BJP,0,1300000,0,ANDHRAPRADESH,Doctorate
INC,0,9800,4300,KARNATAKA,Graduate
DMK,1,30000,4500,GUJARAT,Graduate
NPP,0,40000,1900,MAHARASHTRA,Doctorate
BJP,0,30000,0,TRIPURA,Graduate
INC,12,6300,5500,KARNATAKA,5th Pass
BJP,0,6700,2400,RAJASTHAN,10th Pass
YSRCP,4,5200,2200,KERALA,10th Pass
INC,0,10000,1000,ARUNACHALPRADESH,Graduate Professional
BJP,1,10000,180000,UTTARPRADESH,12th Pass
SP,1,100000,2500,UTTARPRADESH,8th Pass
YSRCP,1,150000,4000,RAJASTHAN,Literate
YSRCP,2,470000,9800,TAMILNADU,Graduate
BJD,0,10000,300,WESTBENGAL,Graduate Professional
CPI(M),12,10000,0,TRIPURA,Graduate
AAP,0,70000,120000,NAGALAND,10th Pass
DMK,2,100000,30000,WESTBENGAL,10th Pass
YSRCP,0,10000,200,KARNATAKA,Post Graduate
BJP,0,10000,250000,GUJARAT,Graduate
DMK,2,10000,30000,MAHARASHTRA,Post Graduate
INC,0,10000,10000,KERALA,Graduate
INC,2,4900,700,GUJARAT,Graduate
DMK,6,250000,9100,ANDHRAPRADESH,Doctorate
NCP,2,50000,1800,ANDHRAPRADESH,Graduate
NDPP,0,4600,3700,JHARKHAND,Doctorate
BJP,0,2420000,1900,JHARKHAND,Graduate
AAP,0,60000,4200,WESTBENGAL,8th Pass
INC,0,490000,99,UTTARPRADESH,8th Pass
INC,0,10000,100,TAMILNADU,12th Pass
INC,0,2500,600,CHHATTISGARH,10th Pass
BJP,0,0,900,ANDHRAPRADESH,Graduate
BJP,0,30000,0,BIHAR,Graduate Professional
CPI(M),0,1900,0,WESTBENGAL,12th Pass
BJP,0,20000,9500,ANDHRAPRADESH,Post Graduate
BJP,0,10000,300,ODISHA,10th Pass
BJP,1,170000,40000,JHARKHAND,Graduate Professional
BJP,42,4100,0,GOA,Graduate
INC,0,5700,10000,KARNATAKA,8th Pass
YSRCP,3,0,6400,TAMILNADU,10th Pass
BJP,0,9300,0,ODISHA,Doctorate
INC,173,0,4600,MAHARASHTRA,Graduate
BJP,0,270000,70000,TAMILNADU,Graduate Professional
CPI(M),0,9500,2300,UTTARAKHAND,Literate
BJP,3,40000,8200,DELHI,Post Graduate
TDP,3,160000,280000,UTTARPRADESH,Graduate
BJP,5,40000,50000,MAHARASHTRA,Others
BJP,0,1200,6900,WESTBENGAL,8th Pass
DMK,19,90000,130000,NAGALAND,12th Pass
YSRCP,9,5800,5900,MADHYAPRADESH,Doctorate
BJP,1,90000,3200,BIHAR,Post Graduate
JD(U),19,660000,200,MAHARASHTRA,10th Pass
Sikkim Krantikari Morcha,0,100000,300000,SIKKIM,Post Graduate
BJD,1,700000,1500,KARNATAKA,Graduate
DMK,38,80000,3900,TAMILNADU,Post Graduate
BJP,11,0,8900,GUJARAT,Post Graduate
BJP,0,0,20000,KARNATAKA,12th Pass
BJD,1,0,0,TAMILNADU,8th Pass
INC,0,2400,1400,MAHARASHTRA,Graduate Professional
RJD,5,60000,0,ASSAM,Others
NPP,12,9800,200,KERALA,Others
SP,0,790000,3000,UTTARAKHAND,Post Graduate
TDP,19,4410000,0,JHARKHAND,Graduate Professional
SP,4,0,0,NAGALAND,Graduate Professional
BJP,0,130000,0,GOA,Graduate
BJP,4,10000,1300,HIMACHALPRADESH,Doctorate
INC,3,270000,120000,WESTBENGAL,Graduate Professional
INC,42,100000,340000,ANDHRAPRADESH,12th Pass
DMK,0,1900,30000,RAJASTHAN,Post Graduate
INC,0,10000,99,KERALA,Graduate Professional
BJP,1,100000,8800,WESTBENGAL,Graduate
BJP,0,60000,0,JHARKHAND,12th Pass
BJP,8,90000,0,PUNJAB,Graduate
YSRCP,0,10000,800,UTTARAKHAND,Graduate
BJD,0,3400,0,BIHAR,Graduate Professional
BJP,15,20000,40000,HIMACHALPRADESH,10th Pass
BJP,2,2100,2300,BIHAR,Graduate Professional
BJP,2,0,1300,MAHARASHTRA,Graduate
AAP,0,0,7600,BIHAR,12th Pass
YSRCP,0,30000,300,MADHYAPRADESH,Graduate Professional
INC,38,20000,10000,MEGHALAYA,12th Pass
BJP,0,170000,0,MAHARASHTRA,Graduate Professional
NCP,0,170000,10000,MEGHALAYA,12th Pass
IND,0,20000,1600,MAHARASHTRA,Graduate
SP,4,30000,800,TAMILNADU,10th Pass
DMK,0,4600,4000,TAMILNADU,Post Graduate
IND,1,630000,0,ANDHRAPRADESH,12th Pass
AAP,3,480000,130000,TRIPURA,Graduate
BJP,0,100000,6500,KARNATAKA,12th Pass
INC,0,4100,800,BIHAR,12th Pass
DMK,10,10000,600,KERALA,Post Graduate
BJD,0,10000,1200,WESTBENGAL,Graduate
AAP,0,20000,1200,UTTARPRADESH,10th Pass
BJP,0,50000,6800,ODISHA,Graduate
CPI(M),0,20000,2300,WESTBENGAL,12th Pass
BJP,0,20000,7700,JHARKHAND,10th Pass
BJP,0,580000,5900,ANDHRAPRADESH,12th Pass
NDPP,0,370000,1400,GUJARAT,Doctorate
BJP,13,9900,6300,MAHARASHTRA,10th Pass
YSRCP,2,130000,3200,JHARKHAND,Graduate Professional
AIADMK,3,10000,0,DELHI,Graduate
YSRCP,16,30000,20000,HARYANA,Post Graduate
BJP,5,20000,0,MAHARASHTRA,12th Pass
BJP,18,10000,350000,MADHYAPRADESH,Graduate Professional
BJP,4,10000,10000,TAMILNADU,Graduate
BJP,3,20000,6000,CHHATTISGARH,12th Pass
YSRCP,99,2700,97,BIHAR,Graduate
INC,14,20000,30000,PUNJAB,10th Pass
INC,1,20000,100000,MADHYAPRADESH,Others
AITC,0,110000,140000,MADHYAPRADESH,Graduate Professional
BJP,0,20000,500000,KERALA,Post Graduate
DMK,29,1210000,30000,TAMILNADU,Post Graduate
INC,4,9300,750000,TAMILNADU,5th Pass
CPI(M),1,20000,300,TRIPURA,8th Pass
NPP,1,70000,5800,UTTARPRADESH,Graduate
BJP,1,80000,2600,TAMILNADU,10th Pass
INC,0,1500,10000,MADHYAPRADESH,Doctorate
BJP,3,40000,20000,MEGHALAYA,Graduate
INC,0,0,5900,BIHAR,10th Pass
BJP,0,90000,18,HARYANA,Graduate
BJP,2,40000,20000,ASSAM,12th Pass
BJP,0,10000,10000,TRIPURA,Graduate
IND,0,100000,800,KARNATAKA,Graduate
BJP,2,90000,0,KERALA,12th Pass
BJP,12,30000,800,UTTARPRADESH,12th Pass
AAP,3,580000,2900,BIHAR,Graduate
INC,2,100000,1200,MAHARASHTRA,Graduate
JD(U),0,10000,1600,WESTBENGAL,Post Graduate
YSRCP,4,20000,320000,WESTBENGAL,12th Pass
BJP,0,8800,0,ANDHRAPRADESH,Graduate
SHS,1,300000,0,ASSAM,Graduate
AITC,0,3000,9700,PUNJAB,Graduate Professional
RJD,2,110000,1600,TAMILNADU,Graduate
CPI(M),0,70000,560000,DELHI,Graduate
BJP,7,700000,200,UTTARPRADESH,Graduate
BJP,1,10000,10000,SIKKIM,Doctorate
INC,0,110000,1000,TAMILNADU,8th Pass
AAP,1,20000,270000,ASSAM,Graduate
DMK,1,20000,5500,WESTBENGAL,10th Pass
AAP,0,30000,600,PUDUCHERRY,Graduate Professional
BJP,0,30000,2100,ODISHA,Graduate Professional
AAP,0,40000,0,TAMILNADU,Post Graduate
AITC,3,3400,0,PUDUCHERRY,Graduate
BJP,0,8500,4000,RAJASTHAN,Post Graduate
Sikkim Krantikari Morcha,12,0,40000,CHHATTISGARH,Graduate
BJP,14,10000,0,KARNATAKA,Post Graduate
BJP,0,4600,100,MAHARASHTRA,Others
NDPP,13,10000,8400,HIMACHALPRADESH,Graduate Professional
BJP,3,10000,6800,PUNJAB,Others
BJP,4,9300,160000,MANIPUR,12th Pass
DMK,3,910000,200,BIHAR,Graduate
AAP,0,30000,2000,ARUNACHALPRADESH,Post Graduate
BJP,6,0,0,MAHARASHTRA,Graduate
AAP,1,76,2800,NAGALAND,Post Graduate
BJP,0,270000,20000,PUNJAB,Graduate
BJP,0,710000,10000,HIMACHALPRADESH,Post Graduate
NCP,0,40000,100,TAMILNADU,Post Graduate
SP,0,10000,0,RAJASTHAN,Post Graduate
BJP,0,7700,1800,KARNATAKA,10th Pass
INC,0,0,900,ODISHA,8th Pass
INC,0,10000,1600,TAMILNADU,10th Pass
INC,0,60000,2300,KARNATAKA,10th Pass
BJP,0,40000,0,MADHYAPRADESH,Post Graduate
YSRCP,5,6700,2300,MEGHALAYA,Graduate
BJP,0,10000,80000,WESTBENGAL,10th Pass
CPI(M),0,10000,0,MEGHALAYA,12th Pass
DMK,0,200000,4400,TAMILNADU,Graduate Professional
BJP,2,80000,60000,ASSAM,5th Pass
INC,0,10000,2100,GOA,12th Pass
BJP,2,0,8800,MADHYAPRADESH,8th Pass
BJP,1,170000,30000,TAMILNADU,Post Graduate
YSRCP,1,30000,90000,WESTBENGAL,Post Graduate
BJP,3,30000,15,HARYANA,Graduate
BJP,2,30000,300,WESTBENGAL,8th Pass
CPI(M),1,2000,0,JHARKHAND,Graduate
BJP,10,0,1100,KERALA,Post Graduate
DMK,5,140000,100,BIHAR,12th Pass
AAP,0,290000,8200,MAHARASHTRA,Graduate
INC,99,30000,1000,SIKKIM,Graduate Professional
INC,3,100000,0,UTTARPRADESH,12th Pass
SP,0,60000,3000,UTTARAKHAND,Graduate Professional
RJD,3,0,90000,KARNATAKA,Graduate
BJP,0,20000,900,DELHI,10th Pass
INC,0,90000,0,WESTBENGAL,Graduate
SP,0,6480000,5700,PUNJAB,10th Pass
BJP,0,80000,0,PUDUCHERRY,Graduate
AIADMK,4,280000,10000,ANDHRAPRADESH,8th Pass
YSRCP,0,1750000,1800,HARYANA,10th Pass
RJD,0,9000,15,UTTARPRADESH,Post Graduate
AAP,22,10000,8100,HARYANA,Graduate
YSRCP,2,170000,5000,HARYANA,Graduate Professional
INC,0,0,5700,ASSAM,Graduate Professional
BJD,1,0,4500,WESTBENGAL,Graduate Professional
IND,0,460000,40000,KERALA,Graduate Professional
INC,0,6610000,100,CHHATTISGARH,Graduate
NDPP,3,20000,1200,DELHI,Doctorate
DMK,0,560000,340000,MAHARASHTRA,Graduate Professional
INC,0,370000,50000,TAMILNADU,Post Graduate
BJP,1,40000,14,GOA,Graduate Professional
BJP,0,1260000,0,GOA,8th Pass
DMK,0,30000,1800,MAHARASHTRA,Post Graduate
BJP,5,10000,6200,ASSAM,Graduate
SHS,5,6000,49,ANDHRAPRADESH,Post Graduate
AITC,1,50000,0,BIHAR,12th Pass
SP,0,280000,500000,WESTBENGAL,Graduate
BJP,3,0,18,BIHAR,12th Pass
YSRCP,2,0,1200,PUNJAB,Graduate Professional
INC,1,80000,50000,MAHARASHTRA,12th Pass
INC,0,10000,8400,UTTARPRADESH,Post Graduate
JD(S),0,30000,8700,UTTARPRADESH,12th Pass
JD(U),0,3700,800,CHHATTISGARH,12th Pass
BJP,12,10000,1800,ANDHRAPRADESH,Graduate
AITC,0,1800,30000,TAMILNADU,Post Graduate
