Party,Criminal Case,Total Assets,Liabilities,state,Education,isDoctor,isAdvocate,isSC,isST
DMK,0,90000,5300,ARUNACHALPRADESH,Doctorate,1.0,0.0,0.0,0.0
BJP,1,20000,70000,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,80000,100,KARNATAKA,Doctorate,1.0,0.0,0.0,0.0
BJP,6,140000,4200,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,80000,50000,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
INC,3,9800,8100,ASSAM,Graduate Professional,0.0,0.0,0.0,0.0
BJP,5,30000,5300,ASSAM,Graduate,0.0,0.0,0.0,0.0
BJP,1,60000,10000,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,4410000,9100,HIMACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,70000,100,JHARKHAND,Doctorate,1.0,0.0,0.0,0.0
INC,0,3200,1800,HARYANA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,90000,4600,ASSAM,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,40000,500,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,14,60000,2830000,GOA,Graduate Professional,1.0,0.0,0.0,0.0
AAP,0,110000,1500,PUDUCHERRY,Graduate Professional,0.0,0.0,0.0,0.0
NCP,1,10000,400,BIHAR,10th Pass,0.0,0.0,0.0,0.0
NDPP,0,0,1400,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,1,170000,30000,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
SHS,0,2410000,2200,UTTARPRADESH,10th Pass,0.0,0.0,0.0,0.0
RJD,1,130000,4100,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,70000,0,BIHAR,12th Pass,1.0,0.0,0.0,0.0
NCP,0,110000,10000,KARNATAKA,12th Pass,1.0,0.0,0.0,0.0
BJP,0,90000,10000,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
INC,0,120000,0,TAMILNADU,10th Pass,1.0,0.0,0.0,0.0
DMK,14,30000,3100,KERALA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,110000,100,KARNATAKA,Doctorate,0.0,0.0,0.0,0.0
BJP,1,130000,5700,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
SP,1,90000,5900,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,90000,10000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,1300,3900,UTTARPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJD,0,170000,50000,PUDUCHERRY,Graduate,1.0,0.0,0.0,0.0
DMK,1,50000,20000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
INC,1,30000,800,PUNJAB,Graduate,0.0,0.0,0.0,0.0
BJP,6,10000,1800,CHHATTISGARH,Graduate Professional,0.0,0.0,0.0,0.0
BJD,0,180000,4600,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
AITC,0,9400,500,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,5200,3100,ASSAM,Graduate,0.0,0.0,0.0,0.0
BJP,0,120000,0,GOA,Post Graduate,0.0,0.0,0.0,0.0
TDP,1,3800,7400,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
INC,0,70000,1300,NAGALAND,10th Pass,1.0,0.0,0.0,0.0
BJD,10,1750000,1900,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,1,60000,3000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
AIADMK,11,40000,3000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
SHS,2,40000,30000,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,0,40000,10000,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,0,260000,15,SIKKIM,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,10000,70000,RAJASTHAN,12th Pass,1.0,0.0,0.0,0.0
DMK,5,6700,50000,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
CPI(M),0,470000,0,MAHARASHTRA,Post Graduate,0.0,0.0,0.0,0.0
AAP,0,40000,30000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,160000,2000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,20000,1100,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,10000,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
YSRCP,3,7000,40000,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
DMK,4,110000,8800,ODISHA,8th Pass,0.0,0.0,0.0,0.0
BJP,1,660000,98,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJD,2,260000,1100,GUJARAT,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,8700,7500,BIHAR,Doctorate,1.0,0.0,0.0,0.0
DMK,1,160000,0,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
AAP,2,1000,100,PUNJAB,10th Pass,0.0,0.0,0.0,0.0
JMM,0,140000,200,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
BJP,0,10000,100,BIHAR,12th Pass,0.0,0.0,0.0,0.0
CPI(M),1,10000,2900,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
IND,4,210000,90000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,3,40000,10000,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
AIADMK,1,40000,2700,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,10000,0,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,70000,30000,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,60000,10000,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
YSRCP,0,20000,2100,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
CPI(M),4,280000,340000,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
INC,1,1750000,4900,PUNJAB,Post Graduate,0.0,0.0,0.0,0.0
INC,1,160000,1200,GOA,Graduate,0.0,0.0,0.0,0.0
AITC,2,70000,5100,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
DMK,1,110000,0,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
BJP,0,50000,1000,CHHATTISGARH,Graduate Professional,0.0,0.0,0.0,0.0
DMK,12,80000,0,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,10000,0,MAHARASHTRA,Post Graduate,0.0,0.0,0.0,0.0
AAP,0,60000,10000,JHARKHAND,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,50000,10000,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,90000,0,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
TDP,0,40000,5700,DELHI,10th Pass,0.0,0.0,0.0,0.0
DMK,0,20000,7100,MADHYAPRADESH,12th Pass,0.0,0.0,0.0,0.0
DMK,1,60000,600,DELHI,10th Pass,0.0,0.0,0.0,0.0
BJP,2,30000,1200,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
CPI(M),0,9400,1300,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,20000,1400,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
BJP,6,280000,1400,RAJASTHAN,Graduate Professional,1.0,0.0,0.0,0.0
BJP,1,20000,1400,MAHARASHTRA,Doctorate,1.0,0.0,0.0,0.0
BJP,0,20000,6900,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,30000,20000,GUJARAT,Doctorate,1.0,0.0,0.0,0.0
BJP,0,10000,6900,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
IND,25,900,230000,ODISHA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,2,0,10000,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,800,MADHYAPRADESH,Post Graduate,1.0,0.0,0.0,0.0
INC,0,40000,35,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
JMM,2,250000,8300,ARUNACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJD,1,20000,60000,JHARKHAND,Graduate,0.0,0.0,0.0,0.0
BJP,0,160000,30000,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,1,40000,0,RAJASTHAN,8th Pass,0.0,0.0,0.0,0.0
BJP,9,0,0,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
DMK,0,1200,0,PUNJAB,12th Pass,0.0,0.0,0.0,0.0
DMK,0,4600,2200,KERALA,Post Graduate,0.0,1.0,0.0,0.0
BJP,1,70000,1600,UTTARPRADESH,Post Graduate,0.0,0.0,0.0,0.0
TDP,1,14130000,6100,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,40000,3900,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
IND,173,1900,1400,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
AITC,1,10000,40000,PUNJAB,Graduate Professional,0.0,0.0,0.0,0.0
YSRCP,1,20000,10000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
YSRCP,1,3900,500,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
YSRCP,1,7700,0,UTTARAKHAND,10th Pass,0.0,0.0,0.0,0.0
INC,0,0,0,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,150000,1000,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,70000,300,BIHAR,10th Pass,0.0,0.0,0.0,0.0
SP,0,70000,30000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
DMK,2,7600,2650000,ANDHRAPRADESH,10th Pass,1.0,0.0,0.0,0.0
IND,0,70000,2000,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,6,10000,3000,KARNATAKA,8th Pass,0.0,0.0,0.0,0.0
BJP,1,8900,2000,GUJARAT,12th Pass,0.0,0.0,0.0,0.0
SHS,0,0,2300,UTTARAKHAND,Graduate,0.0,0.0,0.0,0.0
BJP,1,30000,0,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
CPI(M),1,1600,1700,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
BJD,7,0,4100,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,10000,0,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,2,170000,0,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,0,2100,JHARKHAND,Graduate,0.0,0.0,0.0,0.0
INC,1,30000,10000,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
AIADMK,1,40000,1600,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,3,100000,40000,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
NCP,1,90000,5600,ODISHA,10th Pass,0.0,0.0,0.0,0.0
BJP,1,20000,100,KERALA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,110000,10000,MAHARASHTRA,8th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,1400,BIHAR,12th Pass,0.0,0.0,0.0,0.0
TDP,2,30000,40000,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
NPP,0,10000,3700,MAHARASHTRA,Post Graduate,0.0,0.0,0.0,0.0
YSRCP,0,200000,2830000,HIMACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,30000,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,40000,400,JHARKHAND,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,0,KERALA,12th Pass,0.0,0.0,0.0,0.0
AAP,0,370000,7400,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
BJP,1,110000,56,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,1000,MAHARASHTRA,Graduate,0.0,0.0,0.0,0.0
DMK,4,130000,10000,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,0,90000,3000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
RJD,1,110000,1400,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,5300,1100,CHHATTISGARH,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,20000,70000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
AITC,1,110000,30000,UTTARPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,2200,ODISHA,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,100000,0,PUDUCHERRY,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,0,2500,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,140000,10000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,30000,30000,MAHARASHTRA,Graduate Professional,1.0,0.0,0.0,0.0
BJP,0,1220000,1400,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
BJP,2,400,20000,HARYANA,Graduate,0.0,0.0,0.0,0.0
NCP,1,160000,3700,JHARKHAND,10th Pass,0.0,0.0,0.0,0.0
INC,1,8400,400,MEGHALAYA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,170000,30000,BIHAR,10th Pass,0.0,0.0,0.0,0.0
DMK,1,7900,10000,GOA,10th Pass,0.0,0.0,0.0,0.0
BJP,1,0,1000,BIHAR,8th Pass,0.0,0.0,0.0,0.0
AAP,12,270000,0,BIHAR,Graduate,0.0,0.0,0.0,0.0
INC,6,3000,4900,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,1480000,1000,MAHARASHTRA,8th Pass,0.0,0.0,0.0,0.0
DMK,0,80000,4600,WESTBENGAL,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,10000,10000,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,6,3000,3600,UTTARPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,2,270000,100,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
AAP,0,7700,9800,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,160000,10000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
JD(U),0,0,100,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
INC,0,40000,10000,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
CPI,0,0,6300,ODISHA,Graduate Professional,0.0,0.0,0.0,0.0
SHS,0,90000,4600,GUJARAT,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,210000,2300,WESTBENGAL,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,20000,700,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,0,100000,60000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,800,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
BJP,173,280000,3000,ODISHA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,10000,10000,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,0,WESTBENGAL,Graduate,0.0,0.0,0.0,0.0
BJP,0,1900,10000,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,1200,MAHARASHTRA,8th Pass,0.0,0.0,0.0,0.0
IND,0,30000,60000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,120000,0,ODISHA,10th Pass,0.0,0.0,0.0,0.0
SP,0,9400,3800,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
INC,3,40000,0,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
RJD,1,7000,0,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,120000,6100,GUJARAT,Doctorate,1.0,0.0,0.0,0.0
CPI(M),0,110000,340000,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
INC,0,0,220000,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,50000,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,20000,82,TAMILNADU,8th Pass,0.0,0.0,0.0,0.0
BJP,19,1020000,900,KARNATAKA,Graduate,0.0,0.0,0.0,0.0
DMK,1,10000,400,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
Tipra Motha Party,0,2100,7200,BIHAR,10th Pass,0.0,0.0,0.0,0.0
DMK,1,10000,4100,ODISHA,10th Pass,0.0,0.0,0.0,0.0
JD(S),7,5300,5800,PUNJAB,10th Pass,0.0,0.0,0.0,0.0
AAP,0,20000,1000,BIHAR,Graduate,0.0,0.0,0.0,0.0
DMK,1,1400,0,PUNJAB,Post Graduate,0.0,0.0,0.0,0.0
BJD,0,1020000,560000,ODISHA,Graduate Professional,1.0,0.0,0.0,0.0
INC,1,6900,2700,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,40000,0,DELHI,10th Pass,0.0,0.0,0.0,0.0
BJP,2,20000,0,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
CPI(M),0,40000,1300,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,6200,BIHAR,12th Pass,0.0,0.0,0.0,0.0
SHS,0,8900,10000,CHHATTISGARH,10th Pass,0.0,0.0,0.0,0.0
RJD,2,40000,0,RAJASTHAN,Graduate,0.0,0.0,0.0,0.0
BJP,0,2300,180000,RAJASTHAN,Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,0,TAMILNADU,8th Pass,0.0,0.0,0.0,0.0
BJP,1,2920000,3400,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,10000,500,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,1900,10000,MADHYAPRADESH,Doctorate,1.0,0.0,0.0,0.0
BJP,0,9400,300,WESTBENGAL,Graduate,1.0,0.0,0.0,0.0
BJP,0,20000,2800,ANDHRAPRADESH,Doctorate,1.0,0.0,0.0,0.0
BJP,1,90000,0,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
INC,1,20000,0,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,90000,4000,KARNATAKA,Doctorate,1.0,0.0,0.0,0.0
YSRCP,1,240000,3200,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
BJP,1,100000,0,RAJASTHAN,Post Graduate,0.0,0.0,0.0,0.0
YSRCP,1,100000,250000,KARNATAKA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,280000,2600,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,0,2300,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,0,MADHYAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,0,90000,220000,HIMACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
AAP,0,100000,2400,MAHARASHTRA,10th Pass,0.0,0.0,0.0,0.0
BJP,29,460000,6400,ANDHRAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,20000,20000,UTTARPRADESH,Others,0.0,0.0,0.0,0.0
BJP,0,90000,10000,UTTARPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,1,7700,80000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
INC,1,260000,4900,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
BJD,0,50000,1000,DELHI,12th Pass,0.0,0.0,0.0,0.0
AAP,0,80000,6300,UTTARPRADESH,Doctorate,0.0,0.0,0.0,0.0
INC,5,120000,1800,MAHARASHTRA,12th Pass,0.0,0.0,0.0,0.0
BJP,0,160000,8200,BIHAR,12th Pass,0.0,0.0,0.0,0.0
DMK,7,210000,0,MADHYAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,30000,2300,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,6,200000,1600,ASSAM,12th Pass,0.0,0.0,0.0,0.0
BJP,1,4600,80000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
JMM,0,110000,3000,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,40000,6400,WESTBENGAL,Post Graduate,0.0,0.0,0.0,0.0
INC,1,5000,800,ODISHA,10th Pass,0.0,0.0,0.0,0.0
RJD,6,3200,8400,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,1,90000,2800,MADHYAPRADESH,Post Graduate,0.0,0.0,0.0,0.0
BJP,1,9400,4000,GUJARAT,Graduate,0.0,0.0,0.0,0.0
INC,1,20000,1900,NAGALAND,Post Graduate,0.0,0.0,0.0,0.0
DMK,1,240000,40000,PUDUCHERRY,Post Graduate,0.0,0.0,0.0,0.0
INC,1,40000,100,BIHAR,10th Pass,0.0,0.0,0.0,0.0
BJP,1,460000,6800,GUJARAT,Graduate,0.0,0.0,0.0,0.0
IND,0,10000,0,GUJARAT,Graduate,0.0,0.0,0.0,0.0
AAP,2,0,0,ASSAM,10th Pass,0.0,0.0,0.0,0.0
AAP,0,40000,3600,ANDHRAPRADESH,12th Pass,0.0,0.0,0.0,0.0
BJP,99,70000,3100,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,7,580000,6100,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
BJP,30,2700,570000,BIHAR,Graduate,0.0,0.0,0.0,0.0
AITC,1,70000,1100,TAMILNADU,12th Pass,0.0,0.0,0.0,0.0
INC,0,8800,40000,MADHYAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,1,100000,0,GOA,10th Pass,1.0,0.0,0.0,0.0
AAP,42,830000,82,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,4,40000,900,PUNJAB,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,30000,3000,BIHAR,8th Pass,0.0,0.0,0.0,0.0
BJP,0,0,2800,MANIPUR,Doctorate,1.0,0.0,0.0,0.0
BJP,1,30000,3000,ASSAM,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,40000,1300,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
AIADMK,6,230000,2400,UTTARPRADESH,Graduate,0.0,0.0,0.0,0.0
INC,1,20000,600,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,10000,3100,BIHAR,Graduate,0.0,0.0,0.0,0.0
YSRCP,0,170000,2900,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,0,0,WESTBENGAL,10th Pass,0.0,0.0,0.0,0.0
BJP,1,150000,5500,ODISHA,5th Pass,0.0,0.0,0.0,0.0
NCP,0,20000,0,BIHAR,10th Pass,0.0,0.0,0.0,0.0
DMK,2,10000,50000,KERALA,10th Pass,0.0,0.0,0.0,0.0
INC,3,9400,10000,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,1,60000,4000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
AITC,1,20000,6000,TRIPURA,10th Pass,0.0,0.0,0.0,0.0
INC,1,9100,100000,RAJASTHAN,Graduate Professional,1.0,0.0,0.0,0.0
BJP,0,540000,9100,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
INC,0,270000,500,UTTARPRADESH,12th Pass,1.0,0.0,0.0,0.0
BJP,0,30000,2500,MEGHALAYA,Doctorate,1.0,0.0,0.0,0.0
AAP,0,20000,30000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
BJP,0,50000,3900,GUJARAT,Graduate Professional,1.0,0.0,0.0,0.0
BJP,0,110000,5700,PUNJAB,8th Pass,0.0,0.0,0.0,0.0
IND,0,20000,170000,UTTARPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJD,0,110000,100,MADHYAPRADESH,8th Pass,1.0,0.0,0.0,0.0
BJP,0,40000,70000,TAMILNADU,Post Graduate,0.0,0.0,0.0,0.0
BJP,0,30000,1100,HIMACHALPRADESH,10th Pass,0.0,0.0,0.0,0.0
Sikkim Krantikari Morcha,0,20000,8100,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
BJP,1,140000,800,TAMILNADU,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,10000,10000,CHHATTISGARH,Post Graduate,0.0,0.0,0.0,0.0
AITC,0,40000,8800,ANDHRAPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,80000,40000,ANDHRAPRADESH,Graduate,0.0,0.0,0.0,0.0
DMK,0,20000,0,KARNATAKA,12th Pass,0.0,0.0,0.0,0.0
INC,0,0,3000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
INC,0,50000,4100,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,10000,MAHARASHTRA,8th Pass,0.0,0.0,0.0,0.0
INC,1,20000,10000,WESTBENGAL,12th Pass,0.0,0.0,0.0,0.0
BJP,0,30000,10000,UTTARPRADESH,10th Pass,0.0,0.0,0.0,0.0
BJP,0,20000,10000,BIHAR,Post Graduate,0.0,0.0,0.0,0.0
BJP,8,160000,6100,ANDHRAPRADESH,Doctorate,1.0,0.0,0.0,0.0
BJP,0,50000,1100,HARYANA,8th Pass,0.0,0.0,0.0,0.0
AAP,0,70000,0,HIMACHALPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
CPI,1,110000,270000,GUJARAT,12th Pass,0.0,0.0,0.0,0.0
JD(S),5,0,50000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
YSRCP,1,70000,600,UTTARAKHAND,Graduate Professional,0.0,0.0,0.0,0.0
SP,3,6000,30000,DELHI,12th Pass,0.0,0.0,0.0,0.0
BJP,1,320000,2830000,BIHAR,12th Pass,0.0,0.0,0.0,0.0
BJP,0,3900,100,GUJARAT,Doctorate,1.0,0.0,0.0,0.0
BJP,6,20000,0,MAHARASHTRA,8th Pass,0.0,0.0,0.0,0.0
AAP,1,100000,50000,KARNATAKA,Post Graduate,0.0,0.0,0.0,0.0
DMK,0,40000,1200,TAMILNADU,10th Pass,0.0,0.0,0.0,0.0
AAP,1,80000,4100,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,3,20000,6500,TAMILNADU,Graduate,0.0,0.0,0.0,0.0
BJP,2,40000,0,HARYANA,10th Pass,0.0,0.0,0.0,0.0
AAP,10,140000,6300,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,1,40000,340000,JHARKHAND,Graduate Professional,0.0,0.0,0.0,0.0
CPI(M),1,100000,1700,BIHAR,Graduate,0.0,0.0,0.0,0.0
BJP,0,2450000,4600,MADHYAPRADESH,10th Pass,1.0,0.0,0.0,0.0
BJP,0,40000,900,KARNATAKA,10th Pass,0.0,0.0,0.0,0.0
BJP,0,0,2300,NAGALAND,Graduate,0.0,0.0,0.0,0.0
INC,99,40000,2500,RAJASTHAN,Graduate Professional,0.0,0.0,0.0,0.0
CPI(M),0,400000,10000,PUNJAB,Graduate,0.0,0.0,0.0,0.0
INC,7,220000,40000,DELHI,12th Pass,1.0,0.0,0.0,0.0
IND,0,160000,250000,ANDHRAPRADESH,Graduate Professional,0.0,0.0,0.0,0.0
BJP,0,20000,10000,RAJASTHAN,10th Pass,0.0,0.0,0.0,0.0
RJD,1,110000,40000,KERALA,Graduate Professional,0.0,1.0,0.0,0.0
BJP,1,110000,6700,MAHARASHTRA,Graduate Professional,0.0,0.0,0.0,0.0
IND,0,5000,0,BIHAR,Graduate Professional,0.0,0.0,0.0,0.0
BJP,1,70000,3900,MANIPUR,12th Pass,0.0,0.0,0.0,0.0
